Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 01:21:42.280000,PIA,81,0 days 00:01:24.028000,18.0,2.0,,,0 days 00:00:27.464000,0 days 00:00:28.817000,0 days 00:00:27.747000,0 days 01:20:45.716000,0 days 01:21:14.533000,0 days 01:21:42.280000,313.0,314.0,311.0,320.0,True,HARD,2.0,True,McLaren,0 days 01:20:18.252000,2024-09-01 13:28:02.171,1,4.0,False,,False,True
0 days 01:23:06.882000,PIA,81,0 days 00:01:24.602000,19.0,2.0,,,0 days 00:00:27.593000,0 days 00:00:28.979000,0 days 00:00:28.030000,0 days 01:22:09.873000,0 days 01:22:38.852000,0 days 01:23:06.882000,311.0,312.0,312.0,307.0,False,HARD,3.0,True,McLaren,0 days 01:21:42.280000,2024-09-01 13:29:26.199,1,4.0,False,,False,True
0 days 01:24:30.868000,PIA,81,0 days 00:01:23.986000,20.0,2.0,,,0 days 00:00:27.418000,0 days 00:00:28.823000,0 days 00:00:27.745000,0 days 01:23:34.300000,0 days 01:24:03.123000,0 days 01:24:30.868000,313.0,315.0,311.0,321.0,True,HARD,4.0,True,McLaren,0 days 01:23:06.882000,2024-09-01 13:30:50.801,1,3.0,False,,False,True
0 days 01:25:54.771000,PIA,81,0 days 00:01:23.903000,21.0,2.0,,,0 days 00:00:27.438000,0 days 00:00:28.730000,0 days 00:00:27.735000,0 days 01:24:58.306000,0 days 01:25:27.036000,0 days 01:25:54.771000,310.0,312.0,312.0,322.0,True,HARD,5.0,True,McLaren,0 days 01:24:30.868000,2024-09-01 13:32:14.787,1,3.0,False,,False,True
0 days 01:27:18.418000,PIA,81,0 days 00:01:23.647000,22.0,2.0,,,0 days 00:00:27.447000,0 days 00:00:28.518000,0 days 00:00:27.682000,0 days 01:26:22.218000,0 days 01:26:50.736000,0 days 01:27:18.418000,312.0,315.0,312.0,320.0,True,HARD,6.0,True,McLaren,0 days 01:25:54.771000,2024-09-01 13:33:38.690,1,3.0,False,,False,True
0 days 01:28:42.078000,PIA,81,0 days 00:01:23.660000,23.0,2.0,,,0 days 00:00:27.398000,0 days 00:00:28.459000,0 days 00:00:27.803000,0 days 01:27:45.816000,0 days 01:28:14.275000,0 days 01:28:42.078000,317.0,318.0,312.0,322.0,False,HARD,7.0,True,McLaren,0 days 01:27:18.418000,2024-09-01 13:35:02.337,1,1.0,False,,False,True
0 days 01:30:05.393000,PIA,81,0 days 00:01:23.315000,24.0,2.0,,,0 days 00:00:27.339000,0 days 00:00:28.287000,0 days 00:00:27.689000,0 days 01:29:09.417000,0 days 01:29:37.704000,0 days 01:30:05.393000,312.0,314.0,311.0,329.0,True,HARD,8.0,True,McLaren,0 days 01:28:42.078000,2024-09-01 13:36:25.997,1,1.0,False,,False,True
0 days 01:31:28.623000,PIA,81,0 days 00:01:23.230000,25.0,2.0,,,0 days 00:00:27.460000,0 days 00:00:28.338000,0 days 00:00:27.432000,0 days 01:30:32.853000,0 days 01:31:01.191000,0 days 01:31:28.623000,311.0,314.0,312.0,320.0,True,HARD,9.0,True,McLaren,0 days 01:30:05.393000,2024-09-01 13:37:49.312,1,1.0,False,,False,True
0 days 01:32:51.756000,PIA,81,0 days 00:01:23.133000,26.0,2.0,,,0 days 00:00:27.441000,0 days 00:00:28.228000,0 days 00:00:27.464000,0 days 01:31:56.064000,0 days 01:32:24.292000,0 days 01:32:51.756000,310.0,314.0,312.0,319.0,True,HARD,10.0,True,McLaren,0 days 01:31:28.623000,2024-09-01 13:39:12.542,1,1.0,False,,False,True
0 days 01:34:14.844000,PIA,81,0 days 00:01:23.088000,27.0,2.0,,,0 days 00:00:27.455000,0 days 00:00:28.212000,0 days 00:00:27.421000,0 days 01:33:19.211000,0 days 01:33:47.423000,0 days 01:34:14.844000,311.0,314.0,313.0,318.0,True,HARD,11.0,True,McLaren,0 days 01:32:51.756000,2024-09-01 13:40:35.675,1,1.0,False,,False,True
0 days 01:35:38.012000,PIA,81,0 days 00:01:23.168000,28.0,2.0,,,0 days 00:00:27.391000,0 days 00:00:28.206000,0 days 00:00:27.571000,0 days 01:34:42.235000,0 days 01:35:10.441000,0 days 01:35:38.012000,312.0,315.0,312.0,320.0,False,HARD,12.0,True,McLaren,0 days 01:34:14.844000,2024-09-01 13:41:58.763,1,1.0,False,,False,True
0 days 01:37:01.078000,PIA,81,0 days 00:01:23.066000,29.0,2.0,,,0 days 00:00:27.465000,0 days 00:00:28.196000,0 days 00:00:27.405000,0 days 01:36:05.477000,0 days 01:36:33.673000,0 days 01:37:01.078000,,315.0,313.0,,True,HARD,13.0,True,McLaren,0 days 01:35:38.012000,2024-09-01 13:43:21.931,1,1.0,False,,False,True
0 days 01:38:24.046000,PIA,81,0 days 00:01:22.968000,30.0,2.0,,,0 days 00:00:27.449000,0 days 00:00:28.095000,0 days 00:00:27.424000,0 days 01:37:28.527000,0 days 01:37:56.622000,0 days 01:38:24.046000,,317.0,313.0,322.0,True,HARD,14.0,True,McLaren,0 days 01:37:01.078000,2024-09-01 13:44:44.997,1,1.0,False,,False,True
0 days 01:39:47.267000,PIA,81,0 days 00:01:23.221000,31.0,2.0,,,0 days 00:00:27.435000,0 days 00:00:28.225000,0 days 00:00:27.561000,0 days 01:38:51.481000,0 days 01:39:19.706000,0 days 01:39:47.267000,310.0,315.0,313.0,319.0,False,HARD,15.0,True,McLaren,0 days 01:38:24.046000,2024-09-01 13:46:07.965,1,1.0,False,,False,True
0 days 01:41:10.747000,PIA,81,0 days 00:01:23.480000,32.0,2.0,,,0 days 00:00:27.386000,0 days 00:00:28.343000,0 days 00:00:27.751000,0 days 01:40:14.653000,0 days 01:40:42.996000,0 days 01:41:10.747000,315.0,327.0,312.0,,False,HARD,16.0,True,McLaren,0 days 01:39:47.267000,2024-09-01 13:47:31.186,1,1.0,False,,False,True
0 days 01:42:33.895000,PIA,81,0 days 00:01:23.148000,33.0,2.0,,,0 days 00:00:27.430000,0 days 00:00:28.226000,0 days 00:00:27.492000,0 days 01:41:38.177000,0 days 01:42:06.403000,0 days 01:42:33.895000,313.0,317.0,314.0,321.0,False,HARD,17.0,True,McLaren,0 days 01:41:10.747000,2024-09-01 13:48:54.666,1,1.0,False,,False,True
0 days 01:43:57.351000,PIA,81,0 days 00:01:23.456000,34.0,2.0,,,0 days 00:00:27.449000,0 days 00:00:28.470000,0 days 00:00:27.537000,0 days 01:43:01.344000,0 days 01:43:29.814000,0 days 01:43:57.351000,,317.0,314.0,320.0,False,HARD,18.0,True,McLaren,0 days 01:42:33.895000,2024-09-01 13:50:17.814,1,1.0,False,,False,True
0 days 01:45:20.760000,PIA,81,0 days 00:01:23.409000,35.0,2.0,,,0 days 00:00:27.392000,0 days 00:00:28.529000,0 days 00:00:27.488000,0 days 01:44:24.743000,0 days 01:44:53.272000,0 days 01:45:20.760000,,316.0,314.0,323.0,False,HARD,19.0,True,McLaren,0 days 01:43:57.351000,2024-09-01 13:51:41.270,1,1.0,False,,False,True
0 days 01:46:44.506000,PIA,81,0 days 00:01:23.746000,36.0,2.0,,,0 days 00:00:27.429000,0 days 00:00:28.503000,0 days 00:00:27.814000,0 days 01:45:48.189000,0 days 01:46:16.692000,0 days 01:46:44.506000,316.0,319.0,315.0,,False,HARD,20.0,True,McLaren,0 days 01:45:20.760000,2024-09-01 13:53:04.679,1,1.0,False,,False,True
0 days 01:48:08.197000,PIA,81,0 days 00:01:23.691000,37.0,2.0,,,0 days 00:00:27.368000,0 days 00:00:28.649000,0 days 00:00:27.674000,0 days 01:47:11.874000,0 days 01:47:40.523000,0 days 01:48:08.197000,314.0,316.0,314.0,333.0,False,HARD,21.0,True,McLaren,0 days 01:46:44.506000,2024-09-01 13:54:28.425,1,1.0,False,,False,True
0 days 01:49:36.322000,PIA,81,0 days 00:01:28.125000,38.0,2.0,,0 days 01:49:32.401000,0 days 00:00:27.560000,0 days 00:00:28.596000,0 days 00:00:31.969000,0 days 01:48:35.757000,0 days 01:49:04.353000,0 days 01:49:36.322000,315.0,318.0,,325.0,False,HARD,22.0,True,McLaren,0 days 01:48:08.197000,2024-09-01 13:55:52.116,1,1.0,False,,False,False
0 days 01:51:19.760000,PIA,81,0 days 00:01:43.438000,39.0,3.0,0 days 01:49:57.178000,,0 days 00:00:47.532000,0 days 00:00:28.366000,0 days 00:00:27.540000,0 days 01:50:23.854000,0 days 01:50:52.220000,0 days 01:51:19.760000,324.0,312.0,315.0,286.0,False,HARD,1.0,True,McLaren,0 days 01:49:36.322000,2024-09-01 13:57:20.241,1,3.0,False,,False,False
0 days 01:52:42.024000,PIA,81,0 days 00:01:22.264000,40.0,3.0,,,0 days 00:00:27.149000,0 days 00:00:27.897000,0 days 00:00:27.218000,0 days 01:51:46.909000,0 days 01:52:14.806000,0 days 01:52:42.024000,311.0,316.0,315.0,323.0,True,HARD,2.0,True,McLaren,0 days 01:51:19.760000,2024-09-01 13:59:03.679,1,3.0,False,,False,True
0 days 01:54:04.090000,PIA,81,0 days 00:01:22.066000,41.0,3.0,,,0 days 00:00:27.207000,0 days 00:00:27.790000,0 days 00:00:27.069000,0 days 01:53:09.231000,0 days 01:53:37.021000,0 days 01:54:04.090000,314.0,320.0,318.0,321.0,True,HARD,3.0,True,McLaren,0 days 01:52:42.024000,2024-09-01 14:00:25.943,1,3.0,False,,False,True
0 days 01:55:26.421000,PIA,81,0 days 00:01:22.331000,42.0,3.0,,,0 days 00:00:27.245000,0 days 00:00:27.932000,0 days 00:00:27.154000,0 days 01:54:31.335000,0 days 01:54:59.267000,0 days 01:55:26.421000,315.0,318.0,315.0,325.0,False,HARD,4.0,True,McLaren,0 days 01:54:04.090000,2024-09-01 14:01:48.009,1,3.0,False,,False,True
0 days 01:56:48.513000,PIA,81,0 days 00:01:22.092000,43.0,3.0,,,0 days 00:00:27.087000,0 days 00:00:27.800000,0 days 00:00:27.205000,0 days 01:55:53.508000,0 days 01:56:21.308000,0 days 01:56:48.513000,316.0,321.0,318.0,,False,HARD,5.0,True,McLaren,0 days 01:55:26.421000,2024-09-01 14:03:10.340,1,3.0,False,,False,True
0 days 01:58:11.141000,PIA,81,0 days 00:01:22.628000,44.0,3.0,,,0 days 00:00:27.098000,0 days 00:00:28.121000,0 days 00:00:27.409000,0 days 01:57:15.611000,0 days 01:57:43.732000,0 days 01:58:11.141000,,322.0,319.0,339.0,False,HARD,6.0,True,McLaren,0 days 01:56:48.513000,2024-09-01 14:04:32.432,1,3.0,False,,False,True
0 days 01:59:34.816000,PIA,81,0 days 00:01:23.675000,45.0,3.0,,,0 days 00:00:27.217000,0 days 00:00:28.785000,0 days 00:00:27.673000,0 days 01:58:38.358000,0 days 01:59:07.143000,0 days 01:59:34.816000,332.0,343.0,309.0,342.0,False,HARD,7.0,True,McLaren,0 days 01:58:11.141000,2024-09-01 14:05:55.060,1,2.0,False,,False,True
0 days 02:00:57.353000,PIA,81,0 days 00:01:22.537000,46.0,3.0,,,0 days 00:00:27.366000,0 days 00:00:27.964000,0 days 00:00:27.207000,0 days 02:00:02.182000,0 days 02:00:30.146000,0 days 02:00:57.353000,313.0,317.0,315.0,327.0,False,HARD,8.0,True,McLaren,0 days 01:59:34.816000,2024-09-01 14:07:18.735,1,2.0,False,,False,True
0 days 02:02:19.606000,PIA,81,0 days 00:01:22.253000,47.0,3.0,,,0 days 00:00:27.271000,0 days 00:00:27.856000,0 days 00:00:27.126000,0 days 02:01:24.624000,0 days 02:01:52.480000,0 days 02:02:19.606000,312.0,315.0,315.0,320.0,False,HARD,9.0,True,McLaren,0 days 02:00:57.353000,2024-09-01 14:08:41.272,1,2.0,False,,False,True
0 days 02:03:42.331000,PIA,81,0 days 00:01:22.725000,48.0,3.0,,,0 days 00:00:27.626000,0 days 00:00:27.897000,0 days 00:00:27.202000,0 days 02:02:47.232000,0 days 02:03:15.129000,0 days 02:03:42.331000,314.0,317.0,317.0,326.0,False,HARD,10.0,True,McLaren,0 days 02:02:19.606000,2024-09-01 14:10:03.525,1,2.0,False,,False,True
0 days 02:05:05.276000,PIA,81,0 days 00:01:22.945000,49.0,3.0,,,0 days 00:00:27.245000,0 days 00:00:27.984000,0 days 00:00:27.716000,0 days 02:04:09.576000,0 days 02:04:37.560000,0 days 02:05:05.276000,315.0,331.0,317.0,,False,HARD,11.0,True,McLaren,0 days 02:03:42.331000,2024-09-01 14:11:26.250,1,2.0,False,,False,True
0 days 02:06:27.862000,PIA,81,0 days 00:01:22.586000,50.0,3.0,,,0 days 00:00:27.128000,0 days 00:00:28.205000,0 days 00:00:27.253000,0 days 02:05:32.404000,0 days 02:06:00.609000,0 days 02:06:27.862000,316.0,316.0,316.0,328.0,False,HARD,12.0,True,McLaren,0 days 02:05:05.276000,2024-09-01 14:12:49.195,1,2.0,False,,False,True
0 days 02:07:50.286000,PIA,81,0 days 00:01:22.424000,51.0,3.0,,,0 days 00:00:27.313000,0 days 00:00:27.965000,0 days 00:00:27.146000,0 days 02:06:55.175000,0 days 02:07:23.140000,0 days 02:07:50.286000,313.0,315.0,316.0,321.0,False,HARD,13.0,True,McLaren,0 days 02:06:27.862000,2024-09-01 14:14:11.781,1,2.0,False,,False,True
0 days 02:09:12.234000,PIA,81,0 days 00:01:21.948000,52.0,3.0,,,0 days 00:00:27.116000,0 days 00:00:27.725000,0 days 00:00:27.107000,0 days 02:08:17.402000,0 days 02:08:45.127000,0 days 02:09:12.234000,318.0,320.0,316.0,334.0,True,HARD,14.0,True,McLaren,0 days 02:07:50.286000,2024-09-01 14:15:34.205,1,2.0,False,,False,True
0 days 02:10:34.177000,PIA,81,0 days 00:01:21.943000,53.0,3.0,,,0 days 00:00:27.108000,0 days 00:00:27.803000,0 days 00:00:27.032000,0 days 02:09:39.342000,0 days 02:10:07.145000,0 days 02:10:34.177000,316.0,320.0,317.0,328.0,True,HARD,15.0,True,McLaren,0 days 02:09:12.234000,2024-09-01 14:16:56.153,1,2.0,False,,False,True
0 days 00:57:19.757000,NOR,4,0 days 00:01:28.971000,1.0,1.0,,,,0 days 00:00:31.051000,0 days 00:00:28.624000,,0 days 00:56:51.257000,0 days 00:57:19.921000,319.0,312.0,312.0,285.0,False,MEDIUM,1.0,True,McLaren,0 days 00:55:50.494000,2024-09-01 13:03:34.413,1,3.0,False,,False,False
0 days 00:58:45.215000,NOR,4,0 days 00:01:25.458000,2.0,1.0,,,0 days 00:00:27.676000,0 days 00:00:29.408000,0 days 00:00:28.374000,0 days 00:57:47.443000,0 days 00:58:16.851000,0 days 00:58:45.225000,309.0,332.0,313.0,339.0,True,MEDIUM,2.0,True,McLaren,0 days 00:57:19.757000,2024-09-01 13:05:03.676,1,3.0,False,,False,True
0 days 01:00:10.325000,NOR,4,0 days 00:01:25.110000,3.0,1.0,,,0 days 00:00:27.513000,0 days 00:00:29.381000,0 days 00:00:28.216000,0 days 00:59:12.738000,0 days 00:59:42.119000,0 days 01:00:10.335000,313.0,323.0,312.0,327.0,True,MEDIUM,3.0,True,McLaren,0 days 00:58:45.215000,2024-09-01 13:06:29.134,1,3.0,False,,False,True
0 days 01:01:35.493000,NOR,4,0 days 00:01:25.168000,4.0,1.0,,,0 days 00:00:27.638000,0 days 00:00:29.468000,0 days 00:00:28.062000,0 days 01:00:37.973000,0 days 01:01:07.441000,0 days 01:01:35.503000,312.0,315.0,312.0,323.0,False,MEDIUM,4.0,True,McLaren,0 days 01:00:10.325000,2024-09-01 13:07:54.244,1,3.0,False,,False,True
0 days 01:03:00.167000,NOR,4,0 days 00:01:24.674000,5.0,1.0,,,0 days 00:00:27.524000,0 days 00:00:29.143000,0 days 00:00:28.007000,0 days 01:02:03.027000,0 days 01:02:32.170000,0 days 01:03:00.177000,314.0,317.0,313.0,322.0,True,MEDIUM,5.0,True,McLaren,0 days 01:01:35.493000,2024-09-01 13:09:19.412,1,3.0,False,,False,True
0 days 01:04:24.935000,NOR,4,0 days 00:01:24.768000,6.0,1.0,,,0 days 00:00:27.750000,0 days 00:00:29.004000,0 days 00:00:28.014000,0 days 01:03:27.927000,0 days 01:03:56.931000,0 days 01:04:24.945000,,320.0,313.0,319.0,False,MEDIUM,6.0,True,McLaren,0 days 01:03:00.167000,2024-09-01 13:10:44.086,1,3.0,False,,False,True
0 days 01:05:49.466000,NOR,4,0 days 00:01:24.531000,7.0,1.0,,,0 days 00:00:27.587000,0 days 00:00:28.963000,0 days 00:00:27.981000,0 days 01:04:52.532000,0 days 01:05:21.495000,0 days 01:05:49.476000,,320.0,311.0,323.0,True,MEDIUM,7.0,True,McLaren,0 days 01:04:24.935000,2024-09-01 13:12:08.854,1,3.0,False,,False,True
0 days 01:07:14.140000,NOR,4,0 days 00:01:24.674000,8.0,1.0,,,0 days 00:00:27.651000,0 days 00:00:28.986000,0 days 00:00:28.037000,0 days 01:06:17.127000,0 days 01:06:46.113000,0 days 01:07:14.150000,313.0,318.0,311.0,322.0,False,MEDIUM,8.0,True,McLaren,0 days 01:05:49.466000,2024-09-01 13:13:33.385,1,3.0,False,,False,True
0 days 01:08:38.804000,NOR,4,0 days 00:01:24.664000,9.0,1.0,,,0 days 00:00:27.658000,0 days 00:00:28.998000,0 days 00:00:28.008000,0 days 01:07:41.808000,0 days 01:08:10.806000,0 days 01:08:38.814000,312.0,317.0,311.0,327.0,False,MEDIUM,9.0,True,McLaren,0 days 01:07:14.140000,2024-09-01 13:14:58.059,1,3.0,False,,False,True
0 days 01:10:03.195000,NOR,4,0 days 00:01:24.391000,10.0,1.0,,,0 days 00:00:27.540000,0 days 00:00:28.898000,0 days 00:00:27.953000,0 days 01:09:06.354000,0 days 01:09:35.252000,0 days 01:10:03.205000,311.0,318.0,312.0,325.0,True,MEDIUM,10.0,True,McLaren,0 days 01:08:38.804000,2024-09-01 13:16:22.723,1,3.0,False,,False,True
0 days 01:11:27.643000,NOR,4,0 days 00:01:24.448000,11.0,1.0,,,0 days 00:00:27.574000,0 days 00:00:28.908000,0 days 00:00:27.966000,0 days 01:10:30.779000,0 days 01:10:59.687000,0 days 01:11:27.653000,314.0,317.0,312.0,326.0,False,MEDIUM,11.0,True,McLaren,0 days 01:10:03.195000,2024-09-01 13:17:47.114,1,3.0,False,,False,True
0 days 01:12:52.298000,NOR,4,0 days 00:01:24.655000,12.0,1.0,,,0 days 00:00:27.666000,0 days 00:00:28.925000,0 days 00:00:28.064000,0 days 01:11:55.319000,0 days 01:12:24.244000,0 days 01:12:52.308000,,317.0,312.0,325.0,False,MEDIUM,12.0,True,McLaren,0 days 01:11:27.643000,2024-09-01 13:19:11.562,1,3.0,False,,False,True
0 days 01:14:17.657000,NOR,4,0 days 00:01:25.359000,13.0,1.0,,,0 days 00:00:27.854000,0 days 00:00:29.182000,0 days 00:00:28.323000,0 days 01:13:20.162000,0 days 01:13:49.344000,0 days 01:14:17.667000,315.0,319.0,311.0,324.0,False,MEDIUM,13.0,True,McLaren,0 days 01:12:52.298000,2024-09-01 13:20:36.217,1,3.0,False,,False,True
0 days 01:15:47.074000,NOR,4,0 days 00:01:29.417000,14.0,1.0,,0 days 01:15:43.308000,0 days 00:00:27.752000,0 days 00:00:29.105000,0 days 00:00:32.560000,0 days 01:14:45.419000,0 days 01:15:14.524000,0 days 01:15:47.084000,317.0,328.0,,336.0,False,MEDIUM,14.0,True,McLaren,0 days 01:14:17.657000,2024-09-01 13:22:01.576,1,4.0,False,,False,False
0 days 01:17:30.914000,NOR,4,0 days 00:01:43.840000,15.0,2.0,0 days 01:16:07.480000,,0 days 00:00:47.124000,0 days 00:00:28.866000,0 days 00:00:27.850000,0 days 01:16:34.208000,0 days 01:17:03.074000,0 days 01:17:30.924000,321.0,310.0,311.0,283.0,False,HARD,1.0,True,McLaren,0 days 01:15:47.074000,2024-09-01 13:23:30.993,1,8.0,False,,False,False
0 days 01:18:55.068000,NOR,4,0 days 00:01:24.154000,16.0,2.0,,,0 days 00:00:27.403000,0 days 00:00:28.918000,0 days 00:00:27.833000,0 days 01:17:58.327000,0 days 01:18:27.245000,0 days 01:18:55.078000,310.0,313.0,311.0,320.0,True,HARD,2.0,True,McLaren,0 days 01:17:30.914000,2024-09-01 13:25:14.833,1,6.0,False,,False,True
0 days 01:20:20.653000,NOR,4,0 days 00:01:25.585000,17.0,2.0,,,0 days 00:00:27.663000,0 days 00:00:29.214000,0 days 00:00:28.708000,0 days 01:19:22.741000,0 days 01:19:51.955000,0 days 01:20:20.663000,313.0,318.0,310.0,315.0,False,HARD,3.0,True,McLaren,0 days 01:18:55.068000,2024-09-01 13:26:38.987,1,5.0,False,,False,True
0 days 01:21:44.573000,NOR,4,0 days 00:01:23.920000,18.0,2.0,,,0 days 00:00:27.388000,0 days 00:00:28.784000,0 days 00:00:27.748000,0 days 01:20:48.051000,0 days 01:21:16.835000,0 days 01:21:44.583000,314.0,319.0,313.0,323.0,True,HARD,4.0,True,McLaren,0 days 01:20:20.653000,2024-09-01 13:28:04.572,1,5.0,False,,False,True
0 days 01:23:08.725000,NOR,4,0 days 00:01:24.152000,19.0,2.0,,,0 days 00:00:27.493000,0 days 00:00:28.937000,0 days 00:00:27.722000,0 days 01:22:12.076000,0 days 01:22:41.013000,0 days 01:23:08.735000,313.0,316.0,314.0,324.0,False,HARD,5.0,True,McLaren,0 days 01:21:44.573000,2024-09-01 13:29:28.492,1,5.0,False,,False,True
0 days 01:24:32.607000,NOR,4,0 days 00:01:23.882000,20.0,2.0,,,0 days 00:00:27.463000,0 days 00:00:28.773000,0 days 00:00:27.646000,0 days 01:23:36.198000,0 days 01:24:04.971000,0 days 01:24:32.617000,314.0,318.0,313.0,322.0,True,HARD,6.0,True,McLaren,0 days 01:23:08.725000,2024-09-01 13:30:52.644,1,4.0,False,,False,True
0 days 01:25:56.360000,NOR,4,0 days 00:01:23.753000,21.0,2.0,,,0 days 00:00:27.420000,0 days 00:00:28.634000,0 days 00:00:27.699000,0 days 01:25:00.037000,0 days 01:25:28.671000,0 days 01:25:56.370000,315.0,318.0,313.0,320.0,True,HARD,7.0,True,McLaren,0 days 01:24:32.607000,2024-09-01 13:32:16.526,1,4.0,False,,False,True
0 days 01:27:20.012000,NOR,4,0 days 00:01:23.652000,22.0,2.0,,,0 days 00:00:27.332000,0 days 00:00:28.669000,0 days 00:00:27.651000,0 days 01:26:23.702000,0 days 01:26:52.371000,0 days 01:27:20.022000,,319.0,314.0,326.0,True,HARD,8.0,True,McLaren,0 days 01:25:56.360000,2024-09-01 13:33:40.279,1,4.0,False,,False,True
0 days 01:28:43.593000,NOR,4,0 days 00:01:23.581000,23.0,2.0,,,0 days 00:00:27.324000,0 days 00:00:28.537000,0 days 00:00:27.720000,0 days 01:27:47.346000,0 days 01:28:15.883000,0 days 01:28:43.603000,318.0,318.0,314.0,328.0,True,HARD,9.0,True,McLaren,0 days 01:27:20.012000,2024-09-01 13:35:03.931,1,2.0,False,,False,True
0 days 01:30:07.194000,NOR,4,0 days 00:01:23.601000,24.0,2.0,,,0 days 00:00:27.359000,0 days 00:00:28.596000,0 days 00:00:27.646000,0 days 01:29:10.962000,0 days 01:29:39.558000,0 days 01:30:07.204000,316.0,318.0,314.0,331.0,False,HARD,10.0,True,McLaren,0 days 01:28:43.593000,2024-09-01 13:36:27.512,1,2.0,False,,False,True
0 days 01:31:30.515000,NOR,4,0 days 00:01:23.321000,25.0,2.0,,,0 days 00:00:27.470000,0 days 00:00:28.410000,0 days 00:00:27.441000,0 days 01:30:34.674000,0 days 01:31:03.084000,0 days 01:31:30.525000,315.0,319.0,314.0,324.0,True,HARD,11.0,True,McLaren,0 days 01:30:07.194000,2024-09-01 13:37:51.113,1,2.0,False,,False,True
0 days 01:32:53.984000,NOR,4,0 days 00:01:23.469000,26.0,2.0,,,0 days 00:00:27.353000,0 days 00:00:28.529000,0 days 00:00:27.587000,0 days 01:31:57.878000,0 days 01:32:26.407000,0 days 01:32:53.994000,313.0,317.0,314.0,,False,HARD,12.0,True,McLaren,0 days 01:31:30.515000,2024-09-01 13:39:14.434,1,2.0,False,,False,True
0 days 01:34:17.251000,NOR,4,0 days 00:01:23.267000,27.0,2.0,,,0 days 00:00:27.430000,0 days 00:00:28.352000,0 days 00:00:27.485000,0 days 01:33:21.424000,0 days 01:33:49.776000,0 days 01:34:17.261000,314.0,317.0,314.0,325.0,True,HARD,13.0,True,McLaren,0 days 01:32:53.984000,2024-09-01 13:40:37.903,1,2.0,False,,False,True
0 days 01:35:40.318000,NOR,4,0 days 00:01:23.067000,28.0,2.0,,,0 days 00:00:27.412000,0 days 00:00:28.243000,0 days 00:00:27.412000,0 days 01:34:44.673000,0 days 01:35:12.916000,0 days 01:35:40.328000,317.0,320.0,314.0,323.0,True,HARD,14.0,True,McLaren,0 days 01:34:17.251000,2024-09-01 13:42:01.170,1,2.0,False,,False,True
0 days 01:37:03.618000,NOR,4,0 days 00:01:23.300000,29.0,2.0,,,0 days 00:00:27.399000,0 days 00:00:28.366000,0 days 00:00:27.535000,0 days 01:36:07.727000,0 days 01:36:36.093000,0 days 01:37:03.628000,318.0,319.0,314.0,325.0,False,HARD,15.0,True,McLaren,0 days 01:35:40.318000,2024-09-01 13:43:24.237,1,2.0,False,,False,True
0 days 01:38:27.232000,NOR,4,0 days 00:01:23.614000,30.0,2.0,,,0 days 00:00:27.443000,0 days 00:00:28.601000,0 days 00:00:27.570000,0 days 01:37:31.071000,0 days 01:37:59.672000,0 days 01:38:27.242000,314.0,316.0,314.0,323.0,False,HARD,16.0,True,McLaren,0 days 01:37:03.618000,2024-09-01 13:44:47.537,1,2.0,False,,False,True
0 days 01:39:52.172000,NOR,4,0 days 00:01:24.940000,31.0,2.0,,,0 days 00:00:27.401000,0 days 00:00:30.080000,0 days 00:00:27.459000,0 days 01:38:54.643000,0 days 01:39:24.723000,0 days 01:39:52.182000,316.0,317.0,313.0,,False,HARD,17.0,True,McLaren,0 days 01:38:27.232000,2024-09-01 13:46:11.151,1,2.0,True,TRACK LIMITS AT TURN 4 LAP 31 ,False,True
0 days 01:41:19.586000,NOR,4,0 days 00:01:27.414000,32.0,2.0,,0 days 01:41:15.813000,0 days 00:00:27.332000,0 days 00:00:28.335000,0 days 00:00:31.747000,0 days 01:40:19.514000,0 days 01:40:47.849000,0 days 01:41:19.596000,,320.0,,331.0,False,HARD,18.0,True,McLaren,0 days 01:39:52.172000,2024-09-01 13:47:36.091,1,3.0,False,,False,False
